symbol,day,trade_number,wallet,achat,loss,profit,vente,pourcentage,benef
BTC/USDT,04/19/2020,12801,10927.495424149538,7150.97,7143.02939421966,7162.88090867051,7150.97,0.0,10927.495424149538
BTC/USDT,04/19/2020,12802,10927.495424149538,7146.29,7137.476833880544,7159.509749179183,7147.7,0.0001973051751328108,10929.651475547962
BTC/USDT,04/19/2020,12803,10929.651475547962,7150.69,7145.318903994091,7158.746644008863,7151.94,0.000174808305212504,10931.562069398966
BTC/USDT,04/19/2020,12804,10931.562069398966,7157.51,7150.362821222228,7168.230768166657,7210.0,0.007333555943337806,11011.729291382973
BTC/USDT,04/20/2020,12805,11011.729291382973,7151.93,7142.844883918424,7165.557674122365,7152.26,4.614139120488137e-05,11012.23738789205
BTC/USDT,04/20/2020,12806,11012.23738789205,7169.28,7160.40778472719,7182.588322909213,7173.0,0.0005188805570434206,11017.951423762173
BTC/USDT,04/20/2020,12807,11017.951423762173,7164.33,7156.070623884343,7176.719064173485,7165.44,0.00015493423669759386,11019.658481655984
BTC/USDT,04/20/2020,12808,11019.658481655984,7161.91,7156.830571763143,7169.529142355285,7161.91,0.0,11019.658481655984
BTC/USDT,04/20/2020,12809,11019.658481655984,7072.0,7058.5087038968195,7092.236944154771,7074.95,0.00041713800904974804,11024.25520005543
BTC/USDT,04/20/2020,12810,11024.25520005543,7069.86,7053.410428636488,7094.534357045266,7079.0,0.0012928120217373933,11038.507489708762
BTC/USDT,04/20/2020,12811,11038.507489708762,6877.17,6863.825326982099,6897.187009526851,6877.41,3.489807580731343e-05,11038.892712379937
BTC/USDT,04/21/2020,12812,11038.892712379937,6882.6,6870.137503327175,6901.293745009239,6888.02,0.0007874930985383536,11047.585764206442
BTC/USDT,04/21/2020,12813,11047.585764206442,6883.96,6870.901841561525,6903.547237657713,6885.0,0.00015107583425818331,11049.254787442309
BTC/USDT,04/21/2020,12814,11049.254787442309,6880.62,6868.651525900876,6898.572711148687,6881.54,0.0001337088808857447,11050.73217093456
BTC/USDT,04/21/2020,12815,11050.73217093456,6881.08,6870.392127872885,6897.1118081906725,6884.6,0.0005115476058991374,11056.385146520033
BTC/USDT,04/21/2020,12816,11056.385146520033,6879.29,6867.753816353009,6896.5942754704865,6879.27,-2.9072767683186874e-06,11056.353002548356
BTC/USDT,04/21/2020,12817,11056.353002548356,6879.97,6869.596388023254,6895.53041796512,6881.06,0.00015843092339067546,11058.104670763883
BTC/USDT,04/21/2020,12818,11058.104670763883,6878.68,6870.87779970189,6890.383300447166,6892.56,0.0020178290020759957,11080.418035076544
BTC/USDT,04/21/2020,12819,11080.418035076544,6825.49,6803.4557025744725,6858.541446138291,6826.53,0.00015237001299539865,11082.106358516543
BTC/USDT,04/21/2020,12820,11082.106358516543,6837.66,6809.142661352192,6880.436007971712,6842.43,0.0006976070761050471,11089.837314330392
BTC/USDT,04/21/2020,12821,11089.837314330392,6880.0,6866.577360747739,6900.133958878392,6882.78,0.0004040697674418234,11094.318382314961
BTC/USDT,04/21/2020,12822,11094.318382314961,6886.78,6870.6453271987475,6910.982009201878,6888.64,0.00027008268014958834,11097.314765558089
BTC/USDT,04/21/2020,12823,11097.314765558089,6873.32,6865.353065081398,6885.270402377902,6879.13,0.0008452974690543144,11106.695297642715
BTC/USDT,04/21/2020,12824,11106.695297642715,6884.48,6873.547812417741,6900.878281373388,6885.34,0.00012491865761837963,11108.082731109873
BTC/USDT,04/21/2020,12825,11108.082731109873,6879.6,6869.697075774184,6894.454386338726,6880.4,0.00011628583057143909,11109.374443736317
BTC/USDT,04/21/2020,12826,11109.374443736317,6883.58,6876.228712080682,6894.606931878977,6884.77,0.00017287516089019222,11111.294978630667
BTC/USDT,04/21/2020,12827,11111.294978630667,6884.42,6877.366454851713,6895.000317722432,6885.47,0.0001525182949326424,11112.989654395302
BTC/USDT,04/22/2020,12828,11112.989654395302,6858.47,6850.045719888142,6871.106420167788,6860.27,0.0002624492051434477,11115.906249696865
BTC/USDT,04/22/2020,12829,11115.906249696865,6857.51,6848.778779340726,6870.6068309889115,6863.0,0.0008005821354981301,11124.805445660244
BTC/USDT,04/22/2020,12830,11124.805445660244,6937.27,6928.007203488217,6951.164194767676,6939.9,0.00037911166784617,11129.022989207213
